,Id,Age,Sex,LikeMusic,LikeTV,LikeDrawing,LikeComputer,LikeOutSport,LikeInSport,FriendCount,LikeFriendPlay,LikeAlone,FunFamily,LikeSchool,SadSchool,TiredSchool,FedSchool,FriendTalk,Bullied,BullyOthers,ChildLeftOut
127,M10252F,7.2,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Never,Some of the time,All of the time,All of the time,Some of the time,Some of the time,Never
128,M10254H,7.0,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Never,Never,Never,Some of the time,Never,Some of the time
129,M10255J,7.4,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Some,I like it a lot,Never,All of the time,I don't like it,Never,Some of the time,All of the time,Some of the time,Never,Never,Never
130,M10255J,7.4,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Never
131,M10258M,7.2,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Never,Some of the time,Never,Some of the time,Never,Some of the time
132,M10260F,7.5,Male,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,All of the time,All of the time,I don't like it,Some of the time,Never,Some of the time,Never,Some of the time,Some of the time,Never
133,M10261G,6.8,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I don't like it,Some of the time,Some of the time,Some of the time,All of the time,Some of the time,Never,Some of the time
134,M10262H,7.4,Female,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I don't like it,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,All of the time,Some of the time,Never,Never,Never,Never
135,M10263J,6.9,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I don't like it,Some,I like it a lot,Never,Some of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,All of the time,Never,All of the time
136,M10264K,7.3,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,Some of the time,All of the time,I like it a bit,All of the time,Some of the time,All of the time,Some of the time,Some of the time,All of the time,All of the time
137,M10266M,7.4,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Never,Never,Never,Never,Never
138,M10270H,7.8,Female,I like it a bit,I like it a lot,I like it a bit,I don't like it,I don't like it,I don't like it,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Never,Some of the time,Never,Never,Some of the time,Never,Some of the time
139,M10272K,7.3,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,All of the time,Never,Some of the time,Never
140,M10273L,6.9,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I don't like it,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Never,Some of the time,Some of the time,Some of the time,Never,Some of the time
141,M10274M,7.6,Male,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Some of the time,Never,Some of the time
142,M10278R,7.5,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Some of the time,Never,Some of the time
143,M10279S,7.3,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Never,All of the time,Never,Never,Some of the time,Never,Never
144,M10282M,7.2,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,Some of the time,Some of the time,I don't like it,Never,Never,All of the time,Some of the time,Never,Some of the time,Never
145,M10289U,7.3,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
146,M10290M,7.2,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Some of the time
147,M10296T,7.3,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,All of the time,Never,Never,Some of the time,Never,Never
148,M10298V,7.3,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Not many,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Never
149,M10300W,7.5,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,All of the time,Some of the time,Some of the time,Never,Never,Some of the time
150,M10302Y,7.2,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,All of the time,All of the time,Never,Never,Never,Never
151,M10307D,7.3,Male,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I don't like it,Never,Some of the time,All of the time,Never,Some of the time,Never,Never
152,M10313B,7.4,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Never,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
153,M10314C,7.6,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I don't like it,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Never,Never,Never,Never,Never,Some of the time
154,M10315D,7.4,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,Never,All of the time,All of the time,All of the time,All of the time,Never,All of the time
155,M10316E,7.2,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
156,M10318G,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,All of the time,All of the time,All of the time,Some of the time
157,M10319H,7.9,Female,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Never,Some of the time,Never,Never,Never,Never,Never
158,M10320A,7.3,Female,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Never,Never,Some of the time
159,M10322C,7.0,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Some of the time
160,M10323D,6.9,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,All of the time,Never,Never,Some of the time,Never,Never
161,M10324E,7.5,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I don't like it,Never,Some of the time,I don't like it,All of the time,All of the time,All of the time,All of the time,Some of the time,Some of the time,Some of the time
162,M10325F,7.0,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a bit,Never,All of the time,I like it a bit,Some of the time,All of the time,Some of the time,All of the time,Never,Some of the time,Some of the time
163,M10328J,7.4,Male,I like it a lot,I like it a bit,I like it a bit,I like it a bit,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,Some of the time,I like it a bit,Never,Some of the time,Some of the time,Some of the time,Never,Never,Never
164,M10329K,7.4,,,,,,,,,,,,,,,,,,,
165,M10330C,6.9,Male,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Never,Never,Never
166,M10331D,7.3,Female,I like it a lot,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,All of the time,Some of the time,Never,Some of the time,Never,Never,Never
167,M10335H,7.5,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,,,,,Some of the time
168,M10336J,7.5,Male,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a bit,I don't like it,Lots,I like it a lot,Never,Some of the time,I like it a bit,Never,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
169,M10341F,7.3,Male,I like it a lot,I like it a lot,I don't like it,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,Some of the time,I don't like it,Some of the time,Some of the time,Some of the time,Never,,,Some of the time
170,M10342G,7.4,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Never,All of the time,Never,Never,Some of the time
171,M10344J,7.2,Female,I like it a lot,I like it a bit,I don't like it,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Some of the time,Never,Some of the time
172,M10345K,7.7,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,Some of the time,I don't like it,All of the time,All of the time,Some of the time,Some of the time,Never,Never,Some of the time
173,M10347M,7.6,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Never,Never,Never,Some of the time,Never,Some of the time
174,M10348N,6.7,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I don't like it,I like it a bit,Some,I like it a lot,All of the time,All of the time,I like it a lot,Some of the time,All of the time,Never,Never,Never,Never,Some of the time
175,M10349P,6.8,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,All of the time,All of the time,Never,Never,Never,Never,Never
176,M10351H,7.1,Female,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a bit,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
177,M10355M,7.4,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Never
178,M10356N,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
